date,time_series_name,historical_value
16/12/2022,time_series_1,310.2144422
17/12/2022,time_series_1,300.4387535
18/12/2022,time_series_1,284.7379539
19/12/2022,time_series_1,263.3852368
20/12/2022,time_series_1,236.7659414
21/12/2022,time_series_1,205.3706413
22/12/2022,time_series_1,169.7861323
23/12/2022,time_series_1,130.6844834
24/12/2022,time_series_1,88.81035604
25/12/2022,time_series_1,44.96682892
26/12/2022,time_series_1,6.35E-13
27/12/2022,time_series_1,-45.2173405
28/12/2022,time_series_1,-89.80265053
29/12/2022,time_series_1,-132.8808613
30/12/2022,time_series_1,-173.601551
31/12/2022,time_series_1,-211.1557298
01/01/2023,time_series_1,-244.7919055
01/01/2022,time_series_2,0.520791169
02/01/2022,time_series_2,1.081347329
03/01/2022,time_series_2,1.676335576
04/01/2022,time_series_2,2.29725793
05/01/2022,time_series_2,2.933012702
06/01/2022,time_series_2,3.57063391
07/01/2022,time_series_2,4.196165327
08/01/2022,time_series_2,4.795617516
09/01/2022,time_series_2,5.355950865
10/01/2022,time_series_2,5.866025404
11/01/2022,time_series_2,6.317459308
12/01/2022,time_series_2,6.705342303
13/01/2022,time_series_2,7.028757636
14/01/2022,time_series_2,7.291076367
15/01/2022,time_series_2,7.5
16/01/2022,time_series_2,7.667341295
17/01/2022,time_series_2,7.808547707
18/01/2022,time_series_2,7.941986546
19/01/2022,time_series_2,8.088024832
20/01/2022,time_series_2,8.267949192
21/01/2022,time_series_2,8.502781316
22/01/2022,time_series_2,8.81205183
23/01/2022,time_series_2,9.212599641
24/01/2022,time_series_2,9.717464361
25/01/2022,time_series_2,10.33493649
26/01/2022,time_series_2,11.06782345
27/01/2022,time_series_2,11.91297982
28/01/2022,time_series_2,12.8611374
29/01/2022,time_series_2,13.8970561
30/01/2022,time_series_2,15
31/01/2022,time_series_2,16.14452624
01/02/2022,time_series_2,17.30155726
02/02/2022,time_series_2,18.43969133
03/02/2022,time_series_2,19.52669241
04/02/2022,time_series_2,20.53108891
05/02/2022,time_series_2,21.42380346
06/02/2022,time_series_2,22.17973101
07/02/2022,time_series_2,22.7791832
08/02/2022,time_series_2,23.20912041
09/02/2022,time_series_2,23.46410162
10/02/2022,time_series_2,23.54689378
11/02/2022,time_series_2,23.46869806
12/02/2022,time_series_2,23.24896757
13/02/2022,time_series_2,22.91481144
14/02/2022,time_series_2,22.5
15/02/2022,time_series_2,22.04360622
16/02/2022,time_series_2,21.58833778
17/02/2022,time_series_2,21.17863079
18/02/2022,time_series_2,20.85859036
19/02/2022,time_series_2,20.66987298
20/02/2022,time_series_2,20.64961177
21/02/2022,time_series_2,20.82848614
22/02/2022,time_series_2,21.22903395
23/02/2022,time_series_2,21.86429481
24/02/2022,time_series_2,22.73686028
25/02/2022,time_series_2,23.83838898
26/02/2022,time_series_2,25.14962406
27/02/2022,time_series_2,26.64092747
28/02/2022,time_series_2,28.27332102
01/03/2022,time_series_2,30
02/03/2022,time_series_2,31.76826131
03/03/2022,time_series_2,33.52176719
04/03/2022,time_series_2,35.20304709
05/03/2022,time_series_2,36.75612688
06/03/2022,time_series_2,38.12916512
07/03/2022,time_series_2,39.27697301
08/03/2022,time_series_2,40.1632967
09/03/2022,time_series_2,40.76274889
10/03/2022,time_series_2,41.06228996
11/03/2022,time_series_2,41.06217783
12/03/2022,time_series_2,40.77632826
13/03/2022,time_series_2,40.23205382
14/03/2022,time_series_2,39.46917749
15/03/2022,time_series_2,38.53854651
16/03/2022,time_series_2,37.5
17/03/2022,time_series_2,36.41987115
18/03/2022,time_series_2,35.36812785
19/03/2022,time_series_2,34.41527503
20/03/2022,time_series_2,33.62915588
21/03/2022,time_series_2,33.07179677
22/03/2022,time_series_2,32.79644222
23/03/2022,time_series_2,32.84492046
24/03/2022,time_series_2,33.24546827
25/03/2022,time_series_2,34.01112526
26/03/2022,time_series_2,35.13878407
27/03/2022,time_series_2,36.6089545
28/03/2022,time_series_2,38.38626831
29/03/2022,time_series_2,40.42071754
30/03/2022,time_series_2,42.64958595
31/03/2022,time_series_2,45
01/04/2022,time_series_2,47.39199639
02/04/2022,time_series_2,49.74197712
03/04/2022,time_series_2,51.96640285
04/04/2022,time_series_2,53.98556136
05/04/2022,time_series_2,55.72724134
06/04/2022,time_series_2,57.13014256
07/04/2022,time_series_2,58.14686239
08/04/2022,time_series_2,58.74631457
09/04/2022,time_series_2,58.91545951
10/04/2022,time_series_2,58.66025404
11/04/2022,time_series_2,58.00576274
12/04/2022,time_series_2,56.99540957
13/04/2022,time_series_2,55.68938742
14/04/2022,time_series_2,54.16228158
15/04/2022,time_series_2,52.5
16/04/2022,time_series_2,50.79613608
17/04/2022,time_series_2,49.14791792
18/04/2022,time_series_2,47.65191928
19/04/2022,time_series_2,46.3997214
20/04/2022,time_series_2,45.47372056
21/04/2022,time_series_2,44.94327267
22/04/2022,time_series_2,44.86135477
23/04/2022,time_series_2,45.26190258
24/04/2022,time_series_2,46.15795571
25/04/2022,time_series_2,47.54070786
26/04/2022,time_series_2,49.37952002
27/04/2022,time_series_2,51.62291255
28/04/2022,time_series_2,54.20050761
29/04/2022,time_series_2,57.02585088
30/04/2022,time_series_2,60
01/05/2022,time_series_2,63.01573146
02/05/2022,time_series_2,65.96218705
03/05/2022,time_series_2,68.7297586
04/05/2022,time_series_2,71.21499584
05/05/2022,time_series_2,73.32531755
06/05/2022,time_series_2,74.98331211
07/05/2022,time_series_2,76.13042807
08/05/2022,time_series_2,76.72988026
09/05/2022,time_series_2,76.76862906
10/05/2022,time_series_2,76.25833025
11/05/2022,time_series_2,75.23519721
12/05/2022,time_series_2,73.75876533
13/05/2022,time_series_2,71.90959735
14/05/2022,time_series_2,69.78601666
15/05/2022,time_series_2,67.5
16/05/2022,time_series_2,65.172401
17/05/2022,time_series_2,62.92770799
18/05/2022,time_series_2,60.88856352
19/05/2022,time_series_2,59.17028693
20/05/2022,time_series_2,57.87564435
21/05/2022,time_series_2,57.09010312
22/05/2022,time_series_2,56.87778909
23/05/2022,time_series_2,57.2783369
24/05/2022,time_series_2,58.30478617
25/05/2022,time_series_2,59.94263165
26/05/2022,time_series_2,62.15008555
27/05/2022,time_series_2,64.85955679
28/05/2022,time_series_2,67.98029768
29/05/2022,time_series_2,71.40211581
30/05/2022,time_series_2,75
31/05/2022,time_series_2,78.63946653
01/06/2022,time_series_2,82.18239697
02/06/2022,time_series_2,85.49311436
03/06/2022,time_series_2,88.44443031
04/06/2022,time_series_2,90.92339376
05/06/2022,time_series_2,92.83648165
06/06/2022,time_series_2,94.11399376
07/06/2022,time_series_2,94.71344595
08/06/2022,time_series_2,94.62179861
09/06/2022,time_series_2,93.85640646
10/06/2022,time_series_2,92.46463169
11/06/2022,time_series_2,90.52212109
12/06/2022,time_series_2,88.12980728
13/06/2022,time_series_2,85.40975173
14/06/2022,time_series_2,82.5
15/06/2022,time_series_2,79.54866593
16/06/2022,time_series_2,76.70749806
17/06/2022,time_series_2,74.12520776
18/06/2022,time_series_2,71.94085245
19/06/2022,time_series_2,70.27756814
20/06/2022,time_series_2,69.23693357
21/06/2022,time_series_2,68.8942234
22/06/2022,time_series_2,69.29477121
23/06/2022,time_series_2,70.45161662
24/06/2022,time_series_2,72.34455543
25/06/2022,time_series_2,74.92065107
26/06/2022,time_series_2,78.09620103
27/06/2022,time_series_2,81.76008775
28/06/2022,time_series_2,85.77838073
29/06/2022,time_series_2,90
30/06/2022,time_series_2,94.2632016
01/07/2022,time_series_2,98.4026069
02/07/2022,time_series_2,102.2564701
03/07/2022,time_series_2,105.6738648
04/07/2022,time_series_2,108.52147
05/07/2022,time_series_2,110.6896512
06/07/2022,time_series_2,112.0975594
07/07/2022,time_series_2,112.6970116
08/07/2022,time_series_2,112.4749682
09/07/2022,time_series_2,111.4544827
10/07/2022,time_series_2,109.6940662
11/07/2022,time_series_2,107.2854768
12/07/2022,time_series_2,104.3500172
13/07/2022,time_series_2,101.0334868
14/07/2022,time_series_2,97.5
15/07/2022,time_series_2,93.92493086
16/07/2022,time_series_2,90.48728813
17/07/2022,time_series_2,87.361852
18/07/2022,time_series_2,84.71141797
19/07/2022,time_series_2,82.67949192
20/07/2022,time_series_2,81.38376402
21/07/2022,time_series_2,80.91065771
22/07/2022,time_series_2,81.31120552
23/07/2022,time_series_2,82.59844707
24/07/2022,time_series_2,84.74647922
25/07/2022,time_series_2,87.6912166
26/07/2022,time_series_2,91.33284528
27/07/2022,time_series_2,95.53987782
28/07/2022,time_series_2,100.1546457
29/07/2022,time_series_2,105
30/07/2022,time_series_2,109.8869367
31/07/2022,time_series_2,114.6228168
01/08/2022,time_series_2,119.0198259
02/08/2022,time_series_2,122.9032993
03/08/2022,time_series_2,126.1195462
04/08/2022,time_series_2,128.5428208
05/08/2022,time_series_2,130.0811251
06/08/2022,time_series_2,130.6805773
07/08/2022,time_series_2,130.3281377
08/08/2022,time_series_2,129.0525589
09/08/2022,time_series_2,126.9235006
10/08/2022,time_series_2,124.0488326
11/08/2022,time_series_2,120.5702271
12/08/2022,time_series_2,116.6572219
13/08/2022,time_series_2,112.5
14/08/2022,time_series_2,108.3011958
15/08/2022,time_series_2,104.2670782
16/08/2022,time_series_2,100.5984962
17/08/2022,time_series_2,97.4819835
18/08/2022,time_series_2,95.08141571
19/08/2022,time_series_2,93.53059447
20/08/2022,time_series_2,92.92709203
21/08/2022,time_series_2,93.32763984
22/08/2022,time_series_2,94.74527752
23/08/2022,time_series_2,97.14840301
24/08/2022,time_series_2,100.4617821
25/08/2022,time_series_2,104.5694895
26/08/2022,time_series_2,109.3196679
27/08/2022,time_series_2,114.5309106
28/08/2022,time_series_2,120
29/08/2022,time_series_2,125.5106717
30/08/2022,time_series_2,130.8430268
31/08/2022,time_series_2,135.7831816
01/09/2022,time_series_2,140.1327337
02/09/2022,time_series_2,143.7176224
03/09/2022,time_series_2,146.3959903
04/09/2022,time_series_2,148.0646908
05/09/2022,time_series_2,148.664143
06/09/2022,time_series_2,148.1813073
07/09/2022,time_series_2,146.6506351
08/09/2022,time_series_2,144.1529351
09/09/2022,time_series_2,140.8121884
10/09/2022,time_series_2,136.7904371
11/09/2022,time_series_2,132.2809569
12/09/2022,time_series_2,127.5
13/09/2022,time_series_2,122.6774607
14/09/2022,time_series_2,118.0468683
15/09/2022,time_series_2,113.8351405
16/09/2022,time_series_2,110.252549
17/09/2022,time_series_2,107.4833395
18/09/2022,time_series_2,105.6774249
19/09/2022,time_series_2,104.9435263
20/09/2022,time_series_2,105.3440742
21/09/2022,time_series_2,106.892108
22/09/2022,time_series_2,109.5503268
23/09/2022,time_series_2,113.2323476
24/09/2022,time_series_2,117.8061338
25/09/2022,time_series_2,123.099458
26/09/2022,time_series_2,128.9071755
27/09/2022,time_series_2,135
28/09/2022,time_series_2,141.1344068
29/09/2022,time_series_2,147.0632367
30/09/2022,time_series_2,152.5465374
01/10/2022,time_series_2,157.3621682
02/10/2022,time_series_2,161.3156986
03/10/2022,time_series_2,164.2491598
04/10/2022,time_series_2,166.0482565
05/10/2022,time_series_2,166.6477087
06/10/2022,time_series_2,166.0344768
07/10/2022,time_series_2,164.2487113
08/10/2022,time_series_2,161.3823696
09/10/2022,time_series_2,157.5755441
10/10/2022,time_series_2,153.010647
11/10/2022,time_series_2,147.904692
12/10/2022,time_series_2,142.5
13/10/2022,time_series_2,137.0537256
14/10/2022,time_series_2,131.8266583
15/10/2022,time_series_2,127.0717847
16/10/2022,time_series_2,123.0231145
17/10/2022,time_series_2,119.8852633
18/10/2022,time_series_2,117.8242554
19/10/2022,time_series_2,116.9599607
20/10/2022,time_series_2,117.3605085
21/10/2022,time_series_2,119.0389384
22/10/2022,time_series_2,121.9522506
23/10/2022,time_series_2,126.0029132
24/10/2022,time_series_2,131.042778
25/10/2022,time_series_2,136.879248
26/10/2022,time_series_2,143.2834404
27/10/2022,time_series_2,150
28/10/2022,time_series_2,156.7581419
29/10/2022,time_series_2,163.2834466
30/10/2022,time_series_2,169.3098931
31/10/2022,time_series_2,174.5916027
01/11/2022,time_series_2,178.9137748
02/11/2022,time_series_2,182.1023294
03/11/2022,time_series_2,184.0318222
04/11/2022,time_series_2,184.6312744
05/11/2022,time_series_2,183.8876464
06/11/2022,time_series_2,181.8467875
07/11/2022,time_series_2,178.6118041
08/11/2022,time_series_2,174.3388999
09/11/2022,time_series_2,169.2308569
10/11/2022,time_series_2,163.5284271
11/11/2022,time_series_2,157.5
12/11/2022,time_series_2,151.4299906
13/11/2022,time_series_2,145.6064484
14/11/2022,time_series_2,140.308429
15/11/2022,time_series_2,135.7936801
16/11/2022,time_series_2,132.2871871
17/11/2022,time_series_2,129.9710858
18/11/2022,time_series_2,128.976395
19/11/2022,time_series_2,129.3769428
20/11/2022,time_series_2,131.1857689
21/11/2022,time_series_2,134.3541744
22/11/2022,time_series_2,138.7734787
23/11/2022,time_series_2,144.2794223
24/11/2022,time_series_2,150.6590381
25/11/2022,time_series_2,157.6597054
26/11/2022,time_series_2,165
27/11/2022,time_series_2,172.381877
28/11/2022,time_series_2,179.5036566
29/11/2022,time_series_2,186.0732489
30/11/2022,time_series_2,191.8210372
01/12/2022,time_series_2,196.511851
02/12/2022,time_series_2,199.9554989
03/12/2022,time_series_2,202.0153879
04/12/2022,time_series_2,202.6148401
05/12/2022,time_series_2,201.7408159
06/12/2022,time_series_2,199.4448637
07/12/2022,time_series_2,195.8412385
08/12/2022,time_series_2,191.1022556
09/12/2022,time_series_2,185.4510669
10/12/2022,time_series_2,179.1521622
11/12/2022,time_series_2,172.5
12/12/2022,time_series_2,165.8062555
13/12/2022,time_series_2,159.3862385
14/12/2022,time_series_2,153.5450732
15/12/2022,time_series_2,148.5642456
16/12/2022,time_series_2,144.6891109
17/12/2022,time_series_2,142.1179163
18/12/2022,time_series_2,140.9928293
19/12/2022,time_series_2,141.3933771
20/12/2022,time_series_2,143.3325993
21/12/2022,time_series_2,146.7560982
22/12/2022,time_series_2,151.5440442
23/12/2022,time_series_2,157.5160665
24/12/2022,time_series_2,164.4388282
25/12/2022,time_series_2,172.0359703
26/12/2022,time_series_2,180
27/12/2022,time_series_2,188.005612
28/12/2022,time_series_2,195.7238665
29/12/2022,time_series_2,202.8366047
30/12/2022,time_series_2,209.0504716
31/12/2022,time_series_2,214.1099272
01/01/2023,time_series_2,217.8086685
01/01/2022,time_series_3,-49.97920883
02/01/2022,time_series_3,-49.91865267
03/01/2022,time_series_3,-49.82366442
04/01/2022,time_series_3,-49.70274207
05/01/2022,time_series_3,-49.5669873
06/01/2022,time_series_3,-49.42936609
07/01/2022,time_series_3,-49.30383467
08/01/2022,time_series_3,-49.20438248
09/01/2022,time_series_3,-49.14404914
10/01/2022,time_series_3,-49.1339746
11/01/2022,time_series_3,-49.18254069
12/01/2022,time_series_3,-49.2946577
13/01/2022,time_series_3,-49.47124236
14/01/2022,time_series_3,-49.70892363
15/01/2022,time_series_3,-50
16/01/2022,time_series_3,-50.33265871
17/01/2022,time_series_3,-50.69145229
18/01/2022,time_series_3,-51.05801345
19/01/2022,time_series_3,-51.41197517
20/01/2022,time_series_3,-51.73205081
21/01/2022,time_series_3,-51.99721868
22/01/2022,time_series_3,-52.18794817
23/01/2022,time_series_3,-52.28740036
24/01/2022,time_series_3,-52.28253564
25/01/2022,time_series_3,-52.16506351
26/01/2022,time_series_3,-51.93217655
27/01/2022,time_series_3,-51.58702018
28/01/2022,time_series_3,-51.1388626
29/01/2022,time_series_3,-50.6029439
30/01/2022,time_series_3,-50
31/01/2022,time_series_3,-49.35547376
01/02/2022,time_series_3,-48.69844274
02/02/2022,time_series_3,-48.06030867
03/02/2022,time_series_3,-47.47330759
04/02/2022,time_series_3,-46.96891109
05/02/2022,time_series_3,-46.57619654
06/02/2022,time_series_3,-46.32026899
07/02/2022,time_series_3,-46.2208168
08/02/2022,time_series_3,-46.29087959
09/02/2022,time_series_3,-46.53589838
10/02/2022,time_series_3,-46.95310622
11/02/2022,time_series_3,-47.53130194
12/02/2022,time_series_3,-48.25103243
13/02/2022,time_series_3,-49.08518856
14/02/2022,time_series_3,-50
15/02/2022,time_series_3,-50.95639378
16/02/2022,time_series_3,-51.91166222
17/02/2022,time_series_3,-52.82136921
18/02/2022,time_series_3,-53.64140964
19/02/2022,time_series_3,-54.33012702
20/02/2022,time_series_3,-54.85038823
21/02/2022,time_series_3,-55.17151386
22/02/2022,time_series_3,-55.27096605
23/02/2022,time_series_3,-55.13570519
24/02/2022,time_series_3,-54.76313972
25/02/2022,time_series_3,-54.16161102
26/02/2022,time_series_3,-53.35037594
27/02/2022,time_series_3,-52.35907253
28/02/2022,time_series_3,-51.22667898
01/03/2022,time_series_3,-50
02/03/2022,time_series_3,-48.73173869
03/03/2022,time_series_3,-47.47823281
04/03/2022,time_series_3,-46.29695291
05/03/2022,time_series_3,-45.24387312
06/03/2022,time_series_3,-44.37083488
07/03/2022,time_series_3,-43.72302699
08/03/2022,time_series_3,-43.3367033
09/03/2022,time_series_3,-43.23725111
10/03/2022,time_series_3,-43.43771004
11/03/2022,time_series_3,-43.93782217
12/03/2022,time_series_3,-44.72367174
13/03/2022,time_series_3,-45.76794618
14/03/2022,time_series_3,-47.03082251
15/03/2022,time_series_3,-48.46145349
16/03/2022,time_series_3,-50
17/03/2022,time_series_3,-51.58012885
18/03/2022,time_series_3,-53.13187215
19/03/2022,time_series_3,-54.58472497
20/03/2022,time_series_3,-55.87084412
21/03/2022,time_series_3,-56.92820323
22/03/2022,time_series_3,-57.70355778
23/03/2022,time_series_3,-58.15507954
24/03/2022,time_series_3,-58.25453173
25/03/2022,time_series_3,-57.98887474
26/03/2022,time_series_3,-57.36121593
27/03/2022,time_series_3,-56.3910455
28/03/2022,time_series_3,-55.11373169
29/03/2022,time_series_3,-53.57928246
30/03/2022,time_series_3,-51.85041405
31/03/2022,time_series_3,-50
01/04/2022,time_series_3,-48.10800361
02/04/2022,time_series_3,-46.25802288
03/04/2022,time_series_3,-44.53359715
04/04/2022,time_series_3,-43.01443864
05/04/2022,time_series_3,-41.77275866
06/04/2022,time_series_3,-40.86985744
07/04/2022,time_series_3,-40.35313761
08/04/2022,time_series_3,-40.25368543
09/04/2022,time_series_3,-40.58454049
10/04/2022,time_series_3,-41.33974596
11/04/2022,time_series_3,-42.49423726
12/04/2022,time_series_3,-44.00459043
13/04/2022,time_series_3,-45.81061258
14/04/2022,time_series_3,-47.83771842
15/04/2022,time_series_3,-50
16/04/2022,time_series_3,-52.20386392
17/04/2022,time_series_3,-54.35208208
18/04/2022,time_series_3,-56.34808072
19/04/2022,time_series_3,-58.1002786
20/04/2022,time_series_3,-59.52627944
21/04/2022,time_series_3,-60.55672733
22/04/2022,time_series_3,-61.13864523
23/04/2022,time_series_3,-61.23809742
24/04/2022,time_series_3,-60.84204429
25/04/2022,time_series_3,-59.95929214
26/04/2022,time_series_3,-58.62047998
27/04/2022,time_series_3,-56.87708745
28/04/2022,time_series_3,-54.79949239
29/04/2022,time_series_3,-52.47414912
30/04/2022,time_series_3,-50
01/05/2022,time_series_3,-47.48426854
02/05/2022,time_series_3,-45.03781295
03/05/2022,time_series_3,-42.7702414
04/05/2022,time_series_3,-40.78500416
05/05/2022,time_series_3,-39.17468245
06/05/2022,time_series_3,-38.01668789
07/05/2022,time_series_3,-37.36957193
08/05/2022,time_series_3,-37.27011974
09/05/2022,time_series_3,-37.73137094
10/05/2022,time_series_3,-38.74166975
11/05/2022,time_series_3,-40.26480279
12/05/2022,time_series_3,-42.24123467
13/05/2022,time_series_3,-44.59040265
14/05/2022,time_series_3,-47.21398334
15/05/2022,time_series_3,-50
16/05/2022,time_series_3,-52.827599
17/05/2022,time_series_3,-55.57229201
18/05/2022,time_series_3,-58.11143648
19/05/2022,time_series_3,-60.32971307
20/05/2022,time_series_3,-62.12435565
21/05/2022,time_series_3,-63.40989688
22/05/2022,time_series_3,-64.12221091
23/05/2022,time_series_3,-64.2216631
24/05/2022,time_series_3,-63.69521383
25/05/2022,time_series_3,-62.55736835
26/05/2022,time_series_3,-60.84991445
27/05/2022,time_series_3,-58.64044321
28/05/2022,time_series_3,-56.01970232
29/05/2022,time_series_3,-53.09788419
30/05/2022,time_series_3,-50
31/05/2022,time_series_3,-46.86053347
01/06/2022,time_series_3,-43.81760303
02/06/2022,time_series_3,-41.00688564
03/06/2022,time_series_3,-38.55556969
04/06/2022,time_series_3,-36.57660624
05/06/2022,time_series_3,-35.16351835
06/06/2022,time_series_3,-34.38600624
07/06/2022,time_series_3,-34.28655405
08/06/2022,time_series_3,-34.87820139
09/06/2022,time_series_3,-36.14359354
10/06/2022,time_series_3,-38.03536831
11/06/2022,time_series_3,-40.47787891
12/06/2022,time_series_3,-43.37019272
13/06/2022,time_series_3,-46.59024827
14/06/2022,time_series_3,-50
15/06/2022,time_series_3,-53.45133407
16/06/2022,time_series_3,-56.79250194
17/06/2022,time_series_3,-59.87479224
18/06/2022,time_series_3,-62.55914755
19/06/2022,time_series_3,-64.72243186
20/06/2022,time_series_3,-66.26306643
21/06/2022,time_series_3,-67.1057766
22/06/2022,time_series_3,-67.20522879
23/06/2022,time_series_3,-66.54838338
24/06/2022,time_series_3,-65.15544457
25/06/2022,time_series_3,-63.07934893
26/06/2022,time_series_3,-60.40379897
27/06/2022,time_series_3,-57.23991225
28/06/2022,time_series_3,-53.72161927
29/06/2022,time_series_3,-50
30/06/2022,time_series_3,-46.2367984
01/07/2022,time_series_3,-42.5973931
02/07/2022,time_series_3,-39.24352988
03/07/2022,time_series_3,-36.32613521
04/07/2022,time_series_3,-33.97853003
05/07/2022,time_series_3,-32.3103488
06/07/2022,time_series_3,-31.40244056
07/07/2022,time_series_3,-31.30298837
08/07/2022,time_series_3,-32.02503184
09/07/2022,time_series_3,-33.54551733
10/07/2022,time_series_3,-35.80593383
11/07/2022,time_series_3,-38.71452316
12/07/2022,time_series_3,-42.14998279
13/07/2022,time_series_3,-45.9665132
14/07/2022,time_series_3,-50
15/07/2022,time_series_3,-54.07506914
16/07/2022,time_series_3,-58.01271187
17/07/2022,time_series_3,-61.638148
18/07/2022,time_series_3,-64.78858203
19/07/2022,time_series_3,-67.32050808
20/07/2022,time_series_3,-69.11623598
21/07/2022,time_series_3,-70.08934229
22/07/2022,time_series_3,-70.18879448
23/07/2022,time_series_3,-69.40155293
24/07/2022,time_series_3,-67.75352078
25/07/2022,time_series_3,-65.3087834
26/07/2022,time_series_3,-62.16715472
27/07/2022,time_series_3,-58.46012218
28/07/2022,time_series_3,-54.34535434
29/07/2022,time_series_3,-50
30/07/2022,time_series_3,-45.61306332
31/07/2022,time_series_3,-41.37718317
01/08/2022,time_series_3,-37.48017413
02/08/2022,time_series_3,-34.09670073
03/08/2022,time_series_3,-31.38045382
04/08/2022,time_series_3,-29.45717925
05/08/2022,time_series_3,-28.41887487
06/08/2022,time_series_3,-28.31942268
07/08/2022,time_series_3,-29.17186229
08/08/2022,time_series_3,-30.94744112
09/08/2022,time_series_3,-33.57649936
10/08/2022,time_series_3,-36.9511674
11/08/2022,time_series_3,-40.92977286
12/08/2022,time_series_3,-45.34277813
13/08/2022,time_series_3,-50
14/08/2022,time_series_3,-54.69880421
15/08/2022,time_series_3,-59.2329218
16/08/2022,time_series_3,-63.40150375
17/08/2022,time_series_3,-67.0180165
18/08/2022,time_series_3,-69.91858429
19/08/2022,time_series_3,-71.96940553
20/08/2022,time_series_3,-73.07290797
21/08/2022,time_series_3,-73.17236016
22/08/2022,time_series_3,-72.25472248
23/08/2022,time_series_3,-70.35159699
24/08/2022,time_series_3,-67.53821788
25/08/2022,time_series_3,-63.93051048
26/08/2022,time_series_3,-59.68033211
27/08/2022,time_series_3,-54.96908941
28/08/2022,time_series_3,-50
29/08/2022,time_series_3,-44.98932825
30/08/2022,time_series_3,-40.15697324
31/08/2022,time_series_3,-35.71681837
01/09/2022,time_series_3,-31.86726626
02/09/2022,time_series_3,-28.78237761
03/09/2022,time_series_3,-26.6040097
04/09/2022,time_series_3,-25.43530918
05/09/2022,time_series_3,-25.33585699
06/09/2022,time_series_3,-26.31869274
07/09/2022,time_series_3,-28.34936491
08/09/2022,time_series_3,-31.34706488
09/09/2022,time_series_3,-35.18781164
10/09/2022,time_series_3,-39.70956293
11/09/2022,time_series_3,-44.71904305
12/09/2022,time_series_3,-50
13/09/2022,time_series_3,-55.32253928
14/09/2022,time_series_3,-60.45313173
15/09/2022,time_series_3,-65.16485951
16/09/2022,time_series_3,-69.24745098
17/09/2022,time_series_3,-72.5166605
18/09/2022,time_series_3,-74.82257508
19/09/2022,time_series_3,-76.05647366
20/09/2022,time_series_3,-76.15592585
21/09/2022,time_series_3,-75.10789203
22/09/2022,time_series_3,-72.9496732
23/09/2022,time_series_3,-69.76765236
24/09/2022,time_series_3,-65.69386624
25/09/2022,time_series_3,-60.90054203
26/09/2022,time_series_3,-55.59282448
27/09/2022,time_series_3,-50
28/09/2022,time_series_3,-44.36559318
29/09/2022,time_series_3,-38.93676331
30/09/2022,time_series_3,-33.95346261
01/10/2022,time_series_3,-29.63783178
02/10/2022,time_series_3,-26.1843014
03/10/2022,time_series_3,-23.75084015
04/10/2022,time_series_3,-22.4517435
05/10/2022,time_series_3,-22.35229131
06/10/2022,time_series_3,-23.4655232
07/10/2022,time_series_3,-25.75128869
08/10/2022,time_series_3,-29.1176304
09/10/2022,time_series_3,-33.42445589
10/10/2022,time_series_3,-38.489353
11/10/2022,time_series_3,-44.09530798
12/10/2022,time_series_3,-50
13/10/2022,time_series_3,-55.94627436
14/10/2022,time_series_3,-61.67334166
15/10/2022,time_series_3,-66.92821527
16/10/2022,time_series_3,-71.47688546
17/10/2022,time_series_3,-75.11473671
18/10/2022,time_series_3,-77.67574462
19/10/2022,time_series_3,-79.04003934
20/10/2022,time_series_3,-79.13949153
21/10/2022,time_series_3,-77.96106158
22/10/2022,time_series_3,-75.54774941
23/10/2022,time_series_3,-71.99708683
24/10/2022,time_series_3,-67.45722199
25/10/2022,time_series_3,-62.12075196
26/10/2022,time_series_3,-56.21655956
27/10/2022,time_series_3,-50
28/10/2022,time_series_3,-43.74185811
29/10/2022,time_series_3,-37.71655338
30/10/2022,time_series_3,-32.19010686
31/10/2022,time_series_3,-27.40839731
01/11/2022,time_series_3,-23.58622518
02/11/2022,time_series_3,-20.8976706
03/11/2022,time_series_3,-19.46817781
04/11/2022,time_series_3,-19.36872562
05/11/2022,time_series_3,-20.61235365
06/11/2022,time_series_3,-23.15321248
07/11/2022,time_series_3,-26.88819593
08/11/2022,time_series_3,-31.66110013
09/11/2022,time_series_3,-37.26914307
10/11/2022,time_series_3,-43.47157291
11/11/2022,time_series_3,-50
12/11/2022,time_series_3,-56.57000943
13/11/2022,time_series_3,-62.89355159
14/11/2022,time_series_3,-68.69157102
15/11/2022,time_series_3,-73.70631993
16/11/2022,time_series_3,-77.71281292
17/11/2022,time_series_3,-80.52891417
18/11/2022,time_series_3,-82.02360503
19/11/2022,time_series_3,-82.12305722
20/11/2022,time_series_3,-80.81423113
21/11/2022,time_series_3,-78.14582562
22/11/2022,time_series_3,-74.22652131
23/11/2022,time_series_3,-69.22057775
24/11/2022,time_series_3,-63.34096189
25/11/2022,time_series_3,-56.84029463
26/11/2022,time_series_3,-50
27/11/2022,time_series_3,-43.11812303
28/11/2022,time_series_3,-36.49634345
29/11/2022,time_series_3,-30.4267511
30/11/2022,time_series_3,-25.17896283
01/12/2022,time_series_3,-20.98814897
02/12/2022,time_series_3,-18.04450105
03/12/2022,time_series_3,-16.48461213
04/12/2022,time_series_3,-16.38515994
05/12/2022,time_series_3,-17.7591841
06/12/2022,time_series_3,-20.55513627
07/12/2022,time_series_3,-24.65876145
08/12/2022,time_series_3,-29.89774437
09/12/2022,time_series_3,-36.04893314
10/12/2022,time_series_3,-42.84783784
